timestamp,open,high,low,close,volume
2026-02-19 16:30:00-0500,24889.0,24901.75,24837.75,24843.25,29608
2026-02-19 16:45:00-0500,24842.5,24872.5,24801.75,24843.5,74214
2026-02-19 17:00:00-0500,24844.5,24853.0,24810.25,24845.75,48395
2026-02-19 17:15:00-0500,24845.25,24905.0,24827.0,24860.25,52258
2026-02-19 17:30:00-0500,24860.25,24870.75,24836.0,24841.0,40652
2026-02-19 17:45:00-0500,24841.0,24844.25,24765.0,24780.75,65552
2026-02-19 18:00:00-0500,24780.5,24839.25,24766.5,24831.5,43976
2026-02-19 18:15:00-0500,24831.0,24833.25,24748.0,24788.5,60991
2026-02-19 18:30:00-0500,24788.5,24804.0,24766.25,24784.5,38703
2026-02-19 18:45:00-0500,24784.25,24849.0,24782.75,24840.75,40613
2026-02-19 19:00:00-0500,24841.25,24846.5,24813.5,24824.25,36589
2026-02-19 19:15:00-0500,24824.0,24850.0,24794.75,24808.5,30297
2026-02-19 19:30:00-0500,24808.75,24825.5,24755.75,24774.25,43842
2026-02-19 19:45:00-0500,24773.75,24792.75,24751.5,24782.25,40123
2026-02-19 20:00:00-0500,24782.0,24821.25,24780.75,24795.25,36985
2026-02-19 20:15:00-0500,24795.75,24809.75,24777.0,24788.25,30583
2026-02-19 20:30:00-0500,24787.5,24817.5,24782.75,24808.25,30239
2026-02-19 20:45:00-0500,24808.5,24865.75,24804.75,24863.0,49245
2026-02-19 21:00:00-0500,24863.75,24872.0,24851.25,24852.5,20437
2026-02-19 21:15:00-0500,24852.0,24868.5,24830.5,24848.0,14000
2026-02-19 21:30:00-0500,24849.0,24849.0,24829.0,24829.25,6807
2026-02-19 21:45:00-0500,24829.5,24840.5,24828.25,24836.25,4496
2026-02-19 23:00:00-0500,24844.0,24852.25,24825.25,24844.75,8184
2026-02-19 23:15:00-0500,24845.25,24867.5,24845.25,24859.25,5016
2026-02-19 23:30:00-0500,24859.75,24888.75,24857.75,24872.75,5482
2026-02-19 23:45:00-0500,24872.75,24885.25,24865.0,24878.25,4650
2026-02-20 00:00:00-0500,24877.25,24893.5,24858.0,24889.5,7778
2026-02-20 00:15:00-0500,24888.5,24895.75,24858.75,24890.0,9557
2026-02-20 00:30:00-0500,24890.0,24913.25,24889.25,24897.5,7218
2026-02-20 00:45:00-0500,24897.5,24908.75,24897.25,24901.5,3570
2026-02-20 01:00:00-0500,24901.0,24936.0,24897.75,24931.75,7614
