timestamp,open,high,low,close,volume
2026-02-19 16:35:00-0500,24889.0,24901.75,24879.0,24891.5,11812
2026-02-19 16:40:00-0500,24892.0,24897.25,24837.75,24843.25,17796
2026-02-19 16:45:00-0500,24842.5,24864.25,24818.0,24830.5,25306
2026-02-19 16:50:00-0500,24830.75,24872.25,24801.75,24868.5,30040
2026-02-19 16:55:00-0500,24869.25,24872.5,24836.75,24843.5,18868
2026-02-19 17:00:00-0500,24844.5,24850.25,24813.75,24823.5,17711
2026-02-19 17:05:00-0500,24823.0,24853.0,24810.25,24830.0,18025
2026-02-19 17:10:00-0500,24830.0,24851.5,24823.0,24845.75,12659
2026-02-19 17:15:00-0500,24845.25,24875.0,24827.0,24871.0,17663
2026-02-19 17:20:00-0500,24872.0,24905.0,24861.75,24888.5,17071
2026-02-19 17:25:00-0500,24889.0,24892.25,24849.25,24860.25,17524
2026-02-19 17:30:00-0500,24860.25,24870.75,24846.5,24853.0,13570
2026-02-19 17:35:00-0500,24853.0,24866.5,24836.0,24849.25,14344
2026-02-19 17:40:00-0500,24848.75,24866.0,24839.25,24841.0,12738
2026-02-19 17:45:00-0500,24841.0,24844.25,24782.75,24797.25,23353
2026-02-19 17:50:00-0500,24797.25,24823.25,24770.25,24792.25,24274
2026-02-19 17:55:00-0500,24792.0,24809.5,24765.0,24780.75,17925
2026-02-19 18:00:00-0500,24780.5,24794.0,24766.5,24771.75,14438
2026-02-19 18:05:00-0500,24771.75,24805.75,24771.5,24801.0,13686
2026-02-19 18:10:00-0500,24800.5,24839.25,24790.0,24831.5,15852
2026-02-19 18:15:00-0500,24831.0,24833.25,24770.0,24772.5,19596
2026-02-19 18:20:00-0500,24772.5,24785.75,24748.0,24778.25,23256
2026-02-19 18:25:00-0500,24778.25,24802.5,24766.25,24788.5,18139
2026-02-19 18:30:00-0500,24788.5,24804.0,24769.0,24776.75,15405
2026-02-19 18:35:00-0500,24777.0,24790.5,24766.25,24787.0,12221
2026-02-19 18:40:00-0500,24787.0,24793.0,24769.25,24784.5,11077
2026-02-19 18:45:00-0500,24784.25,24824.75,24782.75,24817.5,15200
2026-02-19 18:50:00-0500,24817.0,24823.25,24799.5,24814.0,12249
2026-02-19 18:55:00-0500,24814.25,24849.0,24807.5,24840.75,13164
2026-02-19 19:00:00-0500,24841.25,24843.75,24820.25,24829.0,12569
2026-02-19 19:05:00-0500,24828.75,24846.5,24825.75,24840.75,9864
2026-02-19 19:10:00-0500,24841.0,24843.0,24813.5,24824.25,14156
2026-02-19 19:15:00-0500,24824.0,24840.75,24821.5,24837.75,7587
2026-02-19 19:20:00-0500,24837.5,24850.0,24827.75,24845.25,8624
2026-02-19 19:25:00-0500,24845.0,24848.5,24794.75,24808.5,14086
2026-02-19 19:30:00-0500,24808.75,24825.5,24804.5,24815.5,10596
2026-02-19 19:35:00-0500,24815.75,24817.75,24760.0,24760.25,16386
2026-02-19 19:40:00-0500,24760.75,24787.25,24755.75,24774.25,16860
2026-02-19 19:45:00-0500,24773.75,24785.5,24751.5,24766.25,14535
2026-02-19 19:50:00-0500,24767.75,24789.0,24762.75,24776.5,13755
2026-02-19 19:55:00-0500,24776.75,24792.75,24773.75,24782.25,11833
2026-02-19 20:00:00-0500,24782.0,24821.25,24780.75,24811.0,14275
2026-02-19 20:05:00-0500,24811.25,24811.5,24788.75,24793.0,12255
2026-02-19 20:10:00-0500,24793.5,24807.5,24789.0,24795.25,10455
2026-02-19 20:15:00-0500,24795.75,24804.0,24777.0,24803.5,12564
2026-02-19 20:20:00-0500,24803.75,24809.75,24786.5,24789.0,10521
2026-02-19 20:25:00-0500,24788.75,24793.75,24780.25,24788.25,7498
2026-02-19 20:30:00-0500,24787.5,24817.5,24782.75,24807.0,12103
2026-02-19 20:35:00-0500,24807.0,24814.0,24798.0,24802.25,7587
2026-02-19 20:40:00-0500,24802.0,24813.5,24792.0,24808.25,10549
2026-02-19 20:45:00-0500,24808.5,24837.75,24804.75,24832.75,13559
2026-02-19 20:50:00-0500,24832.25,24841.5,24817.5,24837.0,14124
2026-02-19 20:55:00-0500,24836.5,24865.75,24832.75,24863.0,21562
2026-02-19 21:00:00-0500,24863.75,24872.0,24854.0,24864.5,11882
2026-02-19 21:05:00-0500,24864.75,24869.75,24858.75,24859.75,3968
2026-02-19 21:10:00-0500,24859.5,24864.75,24851.25,24852.5,4587
2026-02-19 21:15:00-0500,24852.0,24858.75,24849.25,24851.25,3083
2026-02-19 21:20:00-0500,24851.0,24868.5,24830.5,24848.5,8245
2026-02-19 21:25:00-0500,24848.5,24857.5,24846.0,24848.0,2672
2026-02-19 21:30:00-0500,24849.0,24849.0,24834.5,24837.0,2931
2026-02-19 21:35:00-0500,24837.5,24842.5,24835.75,24839.0,1713
2026-02-19 21:40:00-0500,24839.0,24842.75,24829.0,24829.25,2163
2026-02-19 21:45:00-0500,24829.5,24835.5,24828.25,24835.5,1772
2026-02-19 21:50:00-0500,24835.0,24840.25,24830.25,24833.25,1053
2026-02-19 21:55:00-0500,24832.75,24840.5,24830.5,24836.25,1671
2026-02-19 23:00:00-0500,24844.0,24845.0,24825.25,24841.25,3454
2026-02-19 23:05:00-0500,24841.25,24852.25,24838.0,24849.25,2387
2026-02-19 23:10:00-0500,24849.25,24851.0,24832.0,24844.75,2343
2026-02-19 23:15:00-0500,24845.25,24862.25,24845.25,24855.75,2262
2026-02-19 23:20:00-0500,24855.75,24859.0,24852.75,24856.25,924
2026-02-19 23:25:00-0500,24855.5,24867.5,24854.5,24859.25,1830
2026-02-19 23:30:00-0500,24859.75,24877.0,24857.75,24876.25,1596
2026-02-19 23:35:00-0500,24875.75,24888.75,24873.5,24878.25,2837
2026-02-19 23:40:00-0500,24878.75,24880.75,24872.75,24872.75,1049
2026-02-19 23:45:00-0500,24872.75,24885.25,24871.0,24878.75,1822
2026-02-19 23:50:00-0500,24879.5,24881.25,24865.0,24870.5,1588
2026-02-19 23:55:00-0500,24870.0,24879.5,24869.75,24878.25,1240
2026-02-20 00:00:00-0500,24877.25,24886.0,24858.0,24882.5,3690
2026-02-20 00:05:00-0500,24882.25,24888.25,24872.25,24877.25,1703
2026-02-20 00:10:00-0500,24876.5,24893.5,24873.0,24889.5,2385
2026-02-20 00:15:00-0500,24888.5,24892.75,24869.25,24870.25,2521
2026-02-20 00:20:00-0500,24870.5,24878.25,24858.75,24866.0,4036
2026-02-20 00:25:00-0500,24865.25,24895.75,24864.5,24890.0,3000
2026-02-20 00:30:00-0500,24890.0,24913.25,24889.5,24907.25,3537
2026-02-20 00:35:00-0500,24907.0,24907.0,24889.25,24897.25,2687
2026-02-20 00:40:00-0500,24896.5,24900.0,24893.0,24897.5,994
2026-02-20 00:45:00-0500,24897.5,24908.75,24897.25,24902.5,1528
2026-02-20 00:50:00-0500,24903.0,24907.75,24900.25,24904.0,982
2026-02-20 00:55:00-0500,24903.75,24907.0,24897.75,24901.5,1060
2026-02-20 01:00:00-0500,24901.0,24910.0,24897.75,24905.0,1851
2026-02-20 01:05:00-0500,24904.75,24917.0,24903.25,24906.5,1892
2026-02-20 01:10:00-0500,24905.75,24936.0,24901.75,24931.75,3871
2026-02-20 01:15:00-0500,24931.75,24932.25,24908.0,24914.0,3115
2026-02-20 01:20:00-0500,24916.5,24927.0,24914.5,24922.25,1803
2026-02-20 01:25:00-0500,24923.25,24924.5,24910.5,24921.25,1637
2026-02-20 01:30:00-0500,24920.5,24926.0,24912.25,24919.0,1457
2026-02-20 01:35:00-0500,24918.75,24921.0,24909.75,24912.25,1143
2026-02-20 01:40:00-0500,24912.0,24912.75,24898.75,24901.5,2386
2026-02-20 01:45:00-0500,24901.5,24904.0,24892.75,24894.5,2137
2026-02-20 01:50:00-0500,24894.25,24913.25,24891.0,24907.75,2333
2026-02-20 01:55:00-0500,24907.5,24919.25,24904.5,24906.5,2101
2026-02-20 02:00:00-0500,24907.0,24933.5,24906.75,24932.0,2407
2026-02-20 02:05:00-0500,24932.25,24934.0,24914.0,24916.5,2262
2026-02-20 02:10:00-0500,24916.25,24917.25,24891.5,24893.75,2908
2026-02-20 02:15:00-0500,24893.75,24902.25,24884.25,24893.0,3282
2026-02-20 02:20:00-0500,24893.5,24896.0,24886.0,24894.0,1159
2026-02-20 02:25:00-0500,24894.25,24894.25,24883.0,24888.5,1746
2026-02-20 02:30:00-0500,24888.25,24902.0,24887.0,24895.75,2057
2026-02-20 02:35:00-0500,24896.0,24907.25,24893.75,24900.5,1579
2026-02-20 02:40:00-0500,24901.0,24904.5,24888.0,24889.75,1699
2026-02-20 02:45:00-0500,24889.75,24893.25,24877.0,24890.5,2749
2026-02-20 02:50:00-0500,24890.5,24899.5,24888.5,24895.75,1542
2026-02-20 02:55:00-0500,24896.25,24902.0,24893.75,24896.75,1076
2026-02-20 03:00:00-0500,24896.5,24908.5,24895.25,24902.0,1699
2026-02-20 03:05:00-0500,24901.75,24903.5,24892.25,24898.75,1316
2026-02-20 03:10:00-0500,24898.75,24906.75,24898.75,24904.25,878
2026-02-20 03:15:00-0500,24905.25,24907.75,24902.0,24906.0,611
2026-02-20 03:20:00-0500,24906.75,24910.0,24905.25,24910.0,771
2026-02-20 03:25:00-0500,24909.75,24911.25,24899.5,24902.75,1107
2026-02-20 03:30:00-0500,24903.25,24906.25,24899.0,24903.75,956
2026-02-20 03:35:00-0500,24904.75,24905.75,24896.5,24898.5,700
2026-02-20 03:40:00-0500,24898.0,24899.5,24889.0,24890.5,1363
2026-02-20 03:45:00-0500,24891.0,24901.5,24887.5,24900.75,1299
2026-02-20 03:50:00-0500,24900.75,24903.0,24894.25,24895.75,786
